Checkpoint,Time (s),Packets Received,Missing Packets,Goodput (%),Packet Rate (pkts/s)
5265,27.66,5265001,32011,99.4,185649.52
5266,27.66,5266003,32017,99.4,186141.05
5267,27.67,5267002,32022,99.4,188378.8
5268,27.67,5268003,32025,99.4,184282.07
5269,27.68,5269002,32030,99.4,193413.48
5270,27.68,5270002,32038,99.4,192717.52
5271,27.69,5271001,32043,99.4,184618.86
5272,27.69,5272000,32052,99.4,193342.09
5273,27.7,5273001,32059,99.4,191362.73
5274,27.7,5274000,32068,99.4,179102.79
5275,27.71,5275001,32075,99.4,189292.08
5276,27.72,5276000,32080,99.4,191898.77
5277,27.72,5277001,32091,99.4,177226.61
5278,27.73,5278001,32095,99.4,191459.53
5279,27.73,5279001,32103,99.4,197667.37
5280,27.74,5280000,32108,99.4,178743.69
5281,27.74,5281001,32115,99.4,190988.41
5282,27.75,5282000,32120,99.4,198932.24
5283,27.75,5283003,32125,99.4,184853.1
5284,27.76,5284000,32132,99.4,185524.45
5285,27.76,5285002,32142,99.4,191545.17
5286,27.77,5286002,32146,99.4,187162.16
5287,27.77,5287000,32148,99.4,188410.47
5288,27.78,5288003,32153,99.4,194232.74
5289,27.78,5289003,32157,99.4,183912.3
5290,27.79,5290000,32164,99.4,177281.71
5291,27.8,5291002,32170,99.4,178450.71
5292,27.8,5292003,32177,99.4,189582.69
5293,27.81,5293001,32187,99.4,187448.63
5294,27.81,5294003,32193,99.4,195401.37
5295,27.82,5295001,32191,99.4,191190.07
5296,27.82,5296000,32196,99.4,182432.5
5297,27.83,5297003,32205,99.4,194826.42
5298,27.83,5298000,32208,99.4,195608.62
5299,27.84,5299002,32210,99.4,187503.02
5300,27.84,5300001,32215,99.4,196543.44
5301,27.85,5301000,32220,99.4,194916.02
5302,27.85,5302001,32223,99.4,180852.82
5303,27.86,5303000,32232,99.4,192004.29
5304,27.86,5304003,32237,99.4,197989.78
5305,27.87,5305002,32246,99.4,184140.18
5306,27.87,5306001,32251,99.4,188641.71
5307,27.88,5307001,32255,99.4,195648.1
5308,27.88,5308002,32258,99.4,185298.72
5309,27.89,5309001,32263,99.4,185830.66
5310,27.9,5310002,32270,99.4,192990.04
5311,27.9,5311001,32275,99.4,191705.62
5312,27.91,5312003,32277,99.4,187143.99
5313,27.91,5313001,32287,99.4,193828.27
5314,27.92,5314003,32289,99.4,193994.3
5315,27.92,5315001,32295,99.4,177934.77
5316,27.93,5316000,32300,99.4,191233.16
5317,27.93,5317001,32307,99.4,193238.75
5318,27.94,5318003,32317,99.4,177756.32
5319,27.94,5319003,32321,99.4,190114.4
5320,27.95,5320003,32325,99.4,194063.94
5321,27.95,5321001,32327,99.4,181349.77
5322,27.96,5322003,32337,99.4,193627.86
5323,27.96,5323001,32347,99.4,194621.32
5324,27.97,5324003,32349,99.4,174893.58
5325,27.98,5325001,32355,99.4,191961.63
5326,27.98,5326001,32363,99.4,198059.4
5327,27.99,5327003,32369,99.4,178329.55
5328,27.99,5328001,32375,99.4,185258.48
5329,28.0,5329002,32378,99.4,195999.17
5330,28.0,5330002,32378,99.4,186496.4
5331,28.01,5331002,32382,99.4,185810.66
5332,28.01,5332001,32387,99.4,196959.18
5333,28.02,5333000,32392,99.4,190433.56
5334,28.02,5334001,32399,99.4,182163.24
5335,28.03,5335002,32406,99.4,197548.5
5336,28.03,5336000,32412,99.4,194467.61
5337,28.04,5337001,32415,99.4,179776.41
5338,28.04,5338002,32418,99.4,192874.78
5339,28.05,5339001,32419,99.4,195379.54
5340,28.05,5340000,32420,99.4,179979.8
5341,28.06,5341000,32428,99.4,192002.93
5342,28.06,5342000,32428,99.4,195693.74
5343,28.07,5343001,32435,99.4,176451.98
5344,28.08,5344001,32443,99.4,191354.72
5345,28.08,5345001,32447,99.4,197119.28
5346,28.09,5346001,32459,99.4,180765.59
5347,28.09,5347001,32463,99.4,190875.76
5348,28.1,5348002,32466,99.4,198491.79
5349,28.1,5349003,32477,99.4,182464.07
5350,28.11,5350003,32481,99.4,184162.63
5351,28.11,5351002,32494,99.4,192817.16
5352,28.12,5352001,32499,99.4,186318.19
5353,28.12,5353000,32504,99.4,186103.03
5354,28.13,5354001,32515,99.4,196109.03
5355,28.13,5355000,32524,99.4,183881.59
5356,28.14,5356001,32527,99.4,185577.19
5357,28.14,5357000,32528,99.4,198800.1
5358,28.15,5358001,32535,99.4,192247.74
5359,28.16,5359002,32538,99.4,182068.44
5360,28.16,5360002,32550,99.4,189675.94
5361,28.17,5361001,32559,99.4,194472.74
5362,28.17,5362002,32562,99.4,177834.65
5363,28.18,5363003,32573,99.4,193881.24
5364,28.18,5364000,32576,99.4,191910.1
5365,28.19,5365000,32584,99.4,174791.8
5366,28.19,5366001,32591,99.4,191292.98
5367,28.2,5367001,32599,99.4,191380.91
5368,28.2,5368001,32607,99.4,179827.82
5369,28.21,5369000,32608,99.4,191451.6
5370,28.21,5370003,32609,99.4,198644.2
5371,28.22,5371003,32617,99.4,188830.54
5372,28.22,5372001,32619,99.4,193828.27
5373,28.23,5373000,32632,99.4,195379.54
5374,28.23,5374001,32635,99.4,188012.1
5375,28.24,5375002,32646,99.4,181698.11
5376,28.24,5376002,32654,99.4,198340.38
5377,28.25,5377003,32661,99.4,191616.01
5378,28.26,5378003,32665,99.4,177875.49
5379,28.26,5379000,32676,99.4,191391.88
5380,28.27,5380002,32682,99.4,189097.53
5381,28.27,5381001,32687,99.4,175413.81
5382,28.28,5382003,32689,99.4,191816.18
5383,28.28,5383001,32695,99.4,195338.81
5384,28.29,5384001,32703,99.4,178503.81
5385,28.29,5385000,32712,99.4,191416.61
5386,28.3,5386001,32715,99.4,196973.88
5387,28.3,5387002,32722,99.4,175339.25
5388,28.31,5388002,32730,99.4,193303.71
5389,28.31,5389000,32736,99.4,194965.78
5390,28.32,5390000,32740,99.4,180664.37
5391,28.32,5391001,32743,99.4,191284.26
5392,28.33,5392001,32747,99.4,195192.85
5393,28.34,5393002,32750,99.4,186450.76
5394,28.34,5394001,32755,99.4,184887.69
5395,28.35,5395003,32765,99.4,197727.25
5396,28.35,5396002,32774,99.4,180709.44
5397,28.36,5397000,32780,99.4,187734.47
5398,28.36,5398001,32791,99.4,196780.01
5399,28.37,5399002,32798,99.4,191284.26
5400,28.37,5400000,32812,99.4,180965.6
5401,28.38,5401003,32821,99.4,192949.91
5402,28.38,5402001,32823,99.4,189880.49
5403,28.39,5403002,32834,99.4,182797.73
5404,28.39,5404002,32850,99.4,194360.7
5405,28.4,5405003,32853,99.4,192063.05
5406,28.4,5406001,32855,99.4,179491.25
5407,28.41,5407003,32861,99.4,197829.63
5408,28.42,5408000,32864,99.4,181837.68
5409,28.42,5409000,32872,99.4,178473.43
5410,28.43,5410000,32876,99.4,197360.44
5411,28.43,5411002,32882,99.4,196470.13
5412,28.44,5412002,32890,99.4,179750.75
5413,28.44,5413003,32893,99.4,194374.92
5414,28.45,5414000,32900,99.4,189940.09
5415,28.45,5415000,32900,99.4,186190.08
5416,28.46,5416002,32898,99.4,191327.17
5417,28.46,5417003,32905,99.4,194222.06
5418,28.47,5418000,32912,99.4,185870.79
5419,28.47,5419002,32914,99.4,186861.08
5420,28.48,5420002,32922,99.4,195629.85
5421,28.48,5421002,32926,99.4,188958.15
5422,28.49,5422001,32931,99.4,180943.55
5423,28.49,5423002,32934,99.4,191214.57
5424,28.5,5424001,32939,99.4,193681.69
5425,28.51,5425003,32941,99.4,182709.88
5426,28.51,5426002,32950,99.4,192224.5
5427,28.52,5427001,32955,99.4,192746.2
5428,28.52,5428001,32959,99.4,177086.93
5429,28.53,5429003,32965,99.4,193886.91
5430,28.53,5430000,32972,99.4,189759.09
5431,28.54,5431000,32976,99.4,178185.31
5432,28.54,5432000,32984,99.4,196777.11
5433,28.55,5433003,32989,99.4,197599.2
5434,28.55,5434001,32995,99.4,179007.67
5435,28.56,5435002,32998,99.4,193069.91
5436,28.56,5436004,33000,99.4,192607.36
5437,28.57,5437000,33008,99.4,183635.62
5438,28.57,5438001,33011,99.4,189942.92
5439,28.58,5439003,33017,99.4,197161.41
5440,28.58,5440003,33021,99.4,183855.87
5441,28.59,5441001,33027,99.4,184580.45
5442,28.59,5442001,33031,99.4,198810.45
5443,28.6,5443001,33047,99.4,189316.36
5444,28.61,5444001,33055,99.4,187020.29
5445,28.61,5445002,33062,99.4,194365.92
5446,28.62,5446001,33067,99.4,183006.19
5447,28.62,5447002,33070,99.4,183934.91
5448,28.63,5448002,33078,99.4,195538.65
5449,28.63,5449002,33086,99.4,192046.89
5450,28.64,5450003,33089,99.4,179269.78
5451,28.64,5451003,33097,99.4,193794.95
5452,28.65,5452000,33104,99.4,195837.64
5453,28.65,5453001,33111,99.4,178720.34
5454,28.66,5454002,33110,99.4,193167.62
5455,28.66,5455001,33111,99.4,195152.05
5456,28.67,5456002,33118,99.4,181540.98
5457,28.67,5457001,33127,99.4,193261.83
5458,28.68,5458003,33137,99.4,197680.74
5459,28.68,5459001,33147,99.4,180661.0
5460,28.69,5460003,33153,99.4,191005.44
5461,28.7,5461001,33155,99.4,196688.06
5462,28.7,5462001,33163,99.4,184803.67
5463,28.71,5463003,33169,99.4,185696.92
5464,28.71,5464001,33175,99.4,195804.82
5465,28.72,5465000,33184,99.4,188234.94
5466,28.72,5466001,33191,99.4,176957.7
5467,28.73,5467000,33196,99.4,197070.35
5468,28.73,5468002,33198,99.4,195446.8
5469,28.74,5469000,33208,99.4,181153.56
5470,28.74,5470000,33212,99.4,199557.71
5471,28.75,5471002,33218,99.4,196939.67
5472,28.75,5472001,33223,99.4,181799.28
5473,28.76,5473002,33230,99.4,187165.58
5474,28.76,5474001,33235,99.4,197628.04
5475,28.77,5475003,33241,99.4,189242.28
5476,28.77,5476001,33255,99.4,191146.42
5477,28.78,5477003,33265,99.4,189952.21
5478,28.79,5478002,33270,99.4,181272.32
5479,28.79,5479003,33277,99.4,189771.21
5480,28.8,5480002,33286,99.4,191889.98
5481,28.8,5481001,33291,99.4,185682.43
5482,28.81,5482001,33295,99.4,184982.98
5483,28.81,5483002,33306,99.4,194177.15
5484,28.82,5484002,33314,99.4,187866.34
5485,28.82,5485001,33319,99.4,179709.63
5486,28.83,5486002,33330,99.4,190304.52
5487,28.83,5487000,33336,99.4,191996.85
5488,28.84,5488003,33337,99.4,183466.5
5489,28.84,5489002,33338,99.4,188065.96
5490,28.85,5490000,33340,99.4,179206.93
5491,28.85,5491000,33340,99.4,177619.38
5492,28.86,5492003,33349,99.4,182757.15
5493,28.87,5493000,33356,99.4,187546.36
5494,28.87,5494000,33364,99.4,184673.48
5495,28.88,5495001,33367,99.4,193702.34
5496,28.88,5496001,33375,99.4,195839.94
5497,28.89,5497001,33383,99.4,179374.08
5498,28.89,5498002,33390,99.4,192063.05
5499,28.9,5499002,33394,99.4,195794.23
5500,28.9,5500003,33405,99.4,182408.58
5501,28.91,5501000,33412,99.4,191505.82
5502,28.91,5502001,33423,99.4,195506.32
5503,28.92,5503003,33433,99.4,185246.73
5504,28.92,5504000,33432,99.4,189072.71
5505,28.93,5505000,33440,99.4,192126.06
5506,28.93,5506003,33449,99.4,191309.09
5507,28.94,5507001,33455,99.4,183786.24
5508,28.94,5508000,33460,99.4,195662.37
5509,28.95,5509001,33467,99.4,189754.06
5510,28.96,5510003,33473,99.4,181785.22
5511,28.96,5511002,33482,99.4,194581.11
5512,28.97,5512001,33487,99.4,194247.36
5513,28.97,5513001,33499,99.4,178321.67
5514,28.98,5514003,33505,99.4,193886.91
5515,28.98,5515001,33507,99.4,193184.21
5516,28.99,5516002,33514,99.4,182598.98
5517,28.99,5517001,33519,99.4,194771.05
5518,29.0,5518002,33526,99.4,192538.67
5519,29.0,5519001,33535,99.4,177066.84
5520,29.01,5520003,33541,99.4,193023.13
5521,29.01,5521001,33551,99.4,191803.31
5522,29.02,5522000,33556,99.4,186045.19
5523,29.02,5523003,33557,99.4,188598.89
5524,29.03,5524001,33567,99.4,193747.53
5525,29.03,5525003,33569,99.4,186595.6
5526,29.04,5526000,33572,99.4,187790.6
5527,29.05,5527001,33579,99.4,191984.01
5528,29.05,5528001,33579,99.4,189753.17
5529,29.06,5529000,33584,99.4,189426.3
5530,29.06,5530002,33590,99.4,195083.91
5531,29.07,5531001,33599,99.4,194816.33
5532,29.07,5532001,33603,99.4,181359.62
5533,29.08,5533000,33608,99.4,191635.48
5534,29.08,5534003,33617,99.4,193705.08
5535,29.09,5535001,33627,99.4,182918.87
5536,29.09,5536002,33630,99.4,193470.27
5537,29.1,5537000,33644,99.4,196328.29
5538,29.1,5538000,33656,99.4,183221.39
5539,29.11,5539003,33661,99.4,193251.27
5540,29.11,5540000,33672,99.4,196842.45
5541,29.12,5541000,33676,99.4,184640.96
5542,29.12,5542000,33680,99.4,188330.3
5543,29.13,5543001,33683,99.4,196264.88
5544,29.13,5544001,33691,99.4,193276.99
5545,29.14,5545002,33702,99.4,186691.2
5546,29.15,5546001,33711,99.4,188701.18
5547,29.15,5547000,33716,99.4,191749.48
5548,29.16,5548002,33722,99.4,175595.08
5549,29.16,5549002,33726,99.4,190338.72
5550,29.17,5550002,33726,99.4,186878.63
5551,29.17,5551002,33734,99.4,180999.61
5552,29.18,5552002,33742,99.4,193490.98
5553,29.18,5553000,33748,99.4,195265.91
5554,29.19,5554000,33752,99.4,177401.51
5555,29.19,5555003,33761,99.4,193517.96
5556,29.2,5556003,33761,99.4,197156.34
5557,29.2,5557001,33763,99.4,183086.88
5558,29.21,5558001,33775,99.4,190511.63
5559,29.21,5559003,33781,99.4,193815.38
5560,29.22,5560002,33786,99.4,180522.58
5561,29.22,5561001,33791,99.4,193789.18
5562,29.23,5562002,33794,99.4,192503.36
5563,29.24,5563002,33802,99.4,185178.98
5564,29.24,5564000,33808,99.4,189305.15
5565,29.25,5565000,33816,99.4,197825.87
5566,29.25,5566001,33827,99.4,190814.81
5567,29.26,5567002,33838,99.4,185437.85
5568,29.26,5568003,33845,99.4,193274.33
5569,29.27,5569003,33849,99.4,188152.88
5570,29.27,5570003,33857,99.4,174182.06
5571,29.28,5571002,33866,99.4,189203.91
5572,29.28,5572003,33877,99.4,188020.52
5573,29.29,5573002,33882,99.4,183495.06
5574,29.29,5574003,33893,99.4,194267.0
5575,29.3,5575000,33900,99.4,194870.27
5576,29.3,5576000,33904,99.4,184746.69
5577,29.31,5577003,33905,99.4,192764.25
5578,29.31,5578001,33907,99.4,199130.17
5579,29.32,5579001,33919,99.4,175317.84
5580,29.33,5580003,33921,99.4,197950.76
5581,29.33,5581002,33930,99.4,195680.65
5582,29.34,5582001,33939,99.4,180126.8
5583,29.34,5583003,33945,99.4,188317.99
5584,29.35,5584002,33950,99.4,193825.04
5585,29.35,5585001,33955,99.4,184765.4
5586,29.36,5586001,33967,99.4,184429.87
5587,29.36,5587003,33973,99.4,194560.09
5588,29.37,5588003,33981,99.4,192983.53
5589,29.37,5589001,33991,99.4,181349.77
5590,29.38,5590001,33999,99.4,196233.93
5591,29.38,5591005,33999,99.4,183946.24
5592,29.39,5592002,34006,99.4,185837.75
5593,29.39,5593002,34010,99.4,196426.92
5594,29.4,5594001,34019,99.4,188990.56
5595,29.41,5595000,34024,99.4,178995.67
5596,29.41,5596001,34031,99.4,193586.24
5597,29.42,5597002,34034,99.4,194744.58
5598,29.42,5598000,34036,99.4,177106.64
5599,29.43,5599002,34038,99.4,188140.95
5600,29.43,5600001,34043,99.4,197190.91
5601,29.44,5601002,34046,99.4,178910.74
5602,29.44,5602002,34050,99.4,193911.42
5603,29.45,5603002,34054,99.4,199121.91
5604,29.45,5604001,34067,99.4,184010.79
5605,29.46,5605001,34071,99.4,190011.05
5606,29.46,5606002,34074,99.4,199795.29
5607,29.47,5607000,34080,99.4,186887.91
5608,29.47,5608003,34085,99.4,186773.53
5609,29.48,5609003,34085,99.4,196050.48
5610,29.48,5610003,34089,99.4,185703.71
5611,29.49,5611003,34089,99.4,178625.44
5612,29.49,5612003,34093,99.4,192275.79
5613,29.5,5613000,34104,99.4,187934.07
5614,29.51,5614003,34113,99.4,183666.75
5615,29.51,5615003,34121,99.4,196500.54
5616,29.52,5616000,34128,99.4,194272.76
5617,29.52,5617000,34132,99.4,182052.35
5618,29.53,5618000,34140,99.4,194739.72
5619,29.53,5619000,34144,99.4,194324.68
5620,29.54,5620002,34150,99.4,181228.66
5621,29.54,5621003,34153,99.4,193988.74
5622,29.55,5622000,34156,99.4,196490.98
5623,29.55,5623000,34164,99.4,181894.44
5624,29.56,5624003,34173,99.4,193509.06
5625,29.56,5625003,34185,99.4,197202.69
5626,29.57,5626003,34193,99.4,182853.95
5627,29.57,5627003,34201,99.4,185040.1
5628,29.58,5628000,34208,99.4,195727.64
5629,29.58,5629003,34217,99.4,187330.76
5630,29.59,5630003,34221,99.4,181383.15
5631,29.6,5631001,34227,99.4,195275.02
5632,29.6,5632000,34232,99.4,186450.84
5633,29.61,5633002,34246,99.4,182606.67
5634,29.61,5634002,34258,99.4,190589.54
5635,29.62,5635001,34267,99.4,195152.05
5636,29.62,5636001,34275,99.4,175692.37
5637,29.63,5637003,34281,99.4,198137.41
5638,29.63,5638000,34288,99.4,192130.53
5639,29.64,5639002,34298,99.4,179479.53
5640,29.64,5640002,34298,99.4,195995.51
5641,29.65,5641002,34306,99.4,192575.94
5642,29.65,5642001,34307,99.4,178522.85
5643,29.66,5643002,34314,99.4,191677.24
5644,29.66,5644002,34318,99.4,195858.23
5645,29.67,5645000,34328,99.4,170714.33
5646,29.68,5646002,34330,99.4,188944.5
5647,29.68,5647003,34333,99.4,195351.68
5648,29.69,5648003,34345,99.4,179151.89
5649,29.69,5649002,34350,99.4,189889.86
5650,29.7,5650003,34353,99.4,194069.44
5651,29.7,5651001,34363,99.4,183794.31
5652,29.71,5652000,34368,99.4,187636.46
5653,29.71,5653002,34374,99.4,193886.91
5654,29.72,5654003,34381,99.4,188688.07
5655,29.72,5655003,34389,99.4,178663.49
5656,29.73,5656003,34393,99.4,197984.61
5657,29.73,5657001,34399,99.4,193936.04
5658,29.74,5658002,34406,99.4,170642.92
5659,29.74,5659001,34411,99.4,185173.67
5660,29.75,5660003,34417,99.4,191588.83
5661,29.76,5661000,34420,99.4,180448.83
5662,29.76,5662000,34428,99.4,194216.71
5663,29.77,5663000,34432,99.4,196417.72
5664,29.77,5664003,34437,99.4,178606.05
5665,29.78,5665003,34441,99.4,199957.28
5666,29.78,5666000,34448,99.4,196407.92
5667,29.79,5667000,34452,99.4,183960.7
5668,29.79,5668003,34461,99.4,187690.15
5669,29.8,5669002,34466,99.4,198292.07
5670,29.8,5670002,34470,99.4,186289.32
5671,29.81,5671003,34477,99.4,189403.09
5672,29.81,5672002,34478,99.4,193413.48
5673,29.82,5673001,34487,99.4,186459.14
5674,29.82,5674000,34492,99.4,185034.65
5675,29.83,5675002,34494,99.4,199085.39
5676,29.83,5676000,34504,99.4,187448.63
5677,29.84,5677001,34507,99.4,189223.83
5678,29.84,5678000,34520,99.4,194961.37
5679,29.85,5679000,34524,99.4,192161.27
5680,29.86,5680001,34531,99.4,182337.28
5681,29.86,5681001,34535,99.4,194099.87
5682,29.87,5682003,34549,99.4,193289.45
5683,29.87,5683002,34558,99.4,179701.92
5684,29.88,5684002,34566,99.4,192673.25
5685,29.88,5685000,34564,99.4,192261.41
5686,29.89,5686001,34575,99.4,169540.39
5687,29.89,5687000,34580,99.4,196469.72
5688,29.9,5688001,34587,99.4,196816.91
5689,29.9,5689000,34596,99.4,175413.81
5690,29.91,5690000,34612,99.4,190002.45
5691,29.91,5691001,34615,99.4,196044.93
5692,29.92,5692000,34616,99.4,181941.37
5693,29.92,5693003,34621,99.4,192658.31
5694,29.93,5694003,34629,99.4,193723.34
5695,29.93,5695003,34633,99.4,183518.0
5696,29.94,5696002,34638,99.4,187259.1
5697,29.95,5697002,34642,99.4,186770.45
5698,29.95,5698001,34647,99.4,183270.34
5699,29.96,5699003,34653,99.4,182543.22
5700,29.96,5700002,34658,99.4,193386.7
5701,29.97,5701001,34663,99.4,186343.04
5702,29.97,5702002,34666,99.4,183838.27
5703,29.98,5703002,34678,99.4,197045.19
5704,29.98,5704002,34686,99.4,190919.2
5705,29.99,5705002,34690,99.4,182139.31
5706,29.99,5706003,34697,99.4,196127.36
5707,30.0,5707000,34704,99.4,190989.77
5708,30.0,5708000,34708,99.4,182981.59
5709,30.01,5709002,34718,99.4,196057.69
5710,30.01,5710002,34726,99.4,195575.12
5711,30.02,5711001,34731,99.4,178044.94
5712,30.02,5712000,34740,99.4,194925.09
5713,30.03,5713003,34745,99.4,197441.54
5714,30.04,5714001,34747,99.4,185086.46
5715,30.04,5715002,34750,99.4,187525.05
5716,30.05,5716000,34752,99.4,195347.93
5717,30.05,5717001,34755,99.4,183460.71
5718,30.06,5718002,34754,99.4,185331.43
5719,30.06,5719000,34764,99.4,187423.45
5720,30.07,5720002,34774,99.4,187285.77
5721,30.07,5721001,34783,99.4,187326.08
5722,30.08,5722002,34790,99.4,196008.32
5723,30.08,5723000,34800,99.4,192146.68
5724,30.09,5724000,34804,99.4,179427.79
5725,30.09,5725000,34812,99.4,195129.29
5726,30.1,5726000,34824,99.4,193723.34
5727,30.1,5727003,34829,99.4,180785.86
5728,30.11,5728002,34830,99.4,195918.53
5729,30.11,5729001,34843,99.4,195279.38
5730,30.12,5730003,34845,99.4,181056.89
5731,30.13,5731003,34849,99.4,192717.52
5732,30.13,5732001,34855,99.4,196531.08
5733,30.14,5733003,34861,99.4,184021.92
5734,30.14,5734000,34864,99.4,189441.02
5735,30.15,5735003,34865,99.4,195133.68
5736,30.15,5736001,34871,99.4,184776.0
5737,30.16,5737003,34877,99.4,189995.15
5738,30.16,5738003,34881,99.4,191783.45
5739,30.17,5739000,34884,99.4,192068.76
5740,30.17,5740002,34894,99.4,185173.27
5741,30.18,5741000,34900,99.4,194585.13
5742,30.18,5742002,34902,99.4,190641.53
5743,30.19,5743002,34910,99.4,177304.02
5744,30.19,5744002,34914,99.4,196924.93
5745,30.2,5745001,34919,99.4,193422.41
5746,30.2,5746000,34924,99.4,175318.4
5747,30.21,5747002,34934,99.4,192430.98
5748,30.22,5748001,34943,99.4,192127.55
5749,30.22,5749000,34948,99.4,181830.83
5750,30.23,5750001,34951,99.4,192388.69
5751,30.23,5751001,34963,99.4,194893.55
5752,30.24,5752001,34967,99.4,186107.47
5753,30.24,5753003,34969,99.4,195555.94
5754,30.25,5754003,34973,99.4,197008.17
5755,30.25,5755002,34986,99.4,185929.61
5756,30.26,5756000,34988,99.4,190850.11
5757,30.26,5757002,34994,99.4,197792.39
5758,30.27,5758000,35000,99.4,186338.83
5759,30.27,5759001,35003,99.4,170962.55
5760,30.28,5760000,35016,99.4,194662.47
5761,30.28,5761001,35019,99.4,181997.41
5762,30.29,5762000,35024,99.4,184724.67
5763,30.29,5763000,35028,99.4,192311.05
5764,30.3,5764003,35037,99.4,188252.87
5765,30.31,5765002,35042,99.4,184521.3
5766,30.31,5766001,35047,99.4,195161.14
5767,30.32,5767000,35048,99.4,192586.74
5768,30.32,5768000,35052,99.4,185399.99
5769,30.33,5769000,35060,99.4,193410.68
5770,30.33,5770001,35067,99.4,198501.17
5771,30.34,5771003,35085,99.4,180156.58
5772,30.34,5772003,35093,99.4,192788.38
5773,30.35,5773000,35100,99.4,191138.18
5774,30.35,5774001,35111,99.4,177736.78
5775,30.36,5775002,35114,99.4,189326.22
5776,30.36,5776002,35118,99.4,197082.23
5777,30.37,5777000,35124,99.4,180341.88
5778,30.37,5778000,35132,99.4,186463.23
5779,30.38,5779001,35139,99.4,195206.36
5780,30.38,5780000,35148,99.4,189700.73
5781,30.39,5781001,35155,99.4,188874.82
5782,30.4,5782000,35160,99.4,193636.94
5783,30.4,5783002,35166,99.4,191991.44
5784,30.41,5784001,35175,99.4,181838.72
5785,30.41,5785001,35183,99.4,193090.14
5786,30.42,5786001,35191,99.4,193607.09
5787,30.42,5787002,35198,99.4,179101.54
5788,30.43,5788003,35201,99.4,193541.62
5789,30.43,5789001,35203,99.4,196034.07
